% Sierra SPYHIS Output Mon Sep 16 13:34:22 2019
        TIME,   x_origin_x,   x_origin_y,   x_origin_z,   u_origin_x,   u_origin_y,   u_origin_z,   v_origin_x,   v_origin_y,   v_origin_z,   a_origin_x,   a_origin_y,   a_origin_z,       x_cg_x,       x_cg_y,       x_cg_z,       u_cg_x,       u_cg_y,       u_cg_z,       v_cg_x,       v_cg_y,       v_cg_z,       a_cg_x,       a_cg_y,       a_cg_z,      x_tip_x,      x_tip_y,      x_tip_z,      u_tip_x,      u_tip_y,      u_tip_z,      v_tip_x,      v_tip_y,      v_tip_z,      a_tip_x,      a_tip_y,      a_tip_z,        x_P_x,        x_P_y,        x_P_z,        u_P_x,        u_P_y,        u_P_z,        v_P_x,        v_P_y,        v_P_z,        a_P_x,        a_P_y,        a_P_z,        x_Q_x,        x_Q_y,        x_Q_z,        u_Q_x,        u_Q_y,        u_Q_z,        v_Q_x,        v_Q_y,        v_Q_z,        a_Q_x,        a_Q_y,        a_Q_z,        x_R_x,        x_R_y,        x_R_z,        u_R_x,        u_R_y,        u_R_z,        v_R_x,        v_R_y,        v_R_z,        a_R_x,        a_R_y,        a_R_z
 1.54000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  2.32728e-01, -4.48648e-01, -3.16827e-16, -2.72648e-01, -4.48648e-01, -3.16827e-16,  2.31441e+00,  1.20091e+00,  1.40772e-13, -1.54752e+01,  7.14740e+00, -1.20097e-09,  4.56605e-01, -8.89719e-01,  7.17895e-16, -5.43395e-01, -8.89719e-01,  7.17895e-16,  4.51338e+00,  2.31710e+00, -1.64143e-14, -1.00540e+01,  2.37189e+01,  1.85652e-09,  4.47677e-01, -8.94226e-01, -1.00000e-02, -5.52323e-01, -8.84226e-01,  2.06617e-10,  4.53602e+00,  2.27223e+00,  1.36098e-07, -9.67619e+00,  2.35081e+01,  1.84252e-03,  4.65532e-01, -8.85213e-01, -1.00000e-02, -5.34468e-01, -8.95213e-01,  6.44246e-10,  4.49073e+00,  2.36196e+00, -1.35759e-07, -1.04495e+01,  2.39187e+01, -1.64156e-03,  4.47677e-01, -8.94226e-01,  1.00000e-02, -5.52323e-01, -8.84226e-01, -2.06611e-10,  4.53602e+00,  2.27223e+00, -1.36098e-07, -9.67619e+00,  2.35081e+01, -1.84253e-03
 1.55000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  2.55182e-01, -4.36264e-01,  7.46678e-17, -2.50194e-01, -4.36264e-01,  7.46678e-17,  2.18422e+00,  1.27787e+00,  7.69436e-15, -1.03890e+01,  8.42085e+00,  2.30873e-09,  5.01190e-01, -8.65386e-01, -1.54566e-16, -4.98810e-01, -8.65386e-01, -1.54566e-16,  4.40301e+00,  2.54971e+00, -2.02915e-13, -1.10866e+01,  2.32135e+01,  1.55382e-09,  4.92505e-01, -8.70343e-01, -1.00000e-02, -5.07495e-01, -8.60343e-01,  1.78282e-10,  4.42914e+00,  2.50394e+00, -6.89085e-08, -1.06081e+01,  2.29757e+01,  4.21271e-04,  5.09874e-01, -8.60428e-01, -1.00000e-02, -4.90126e-01, -8.70428e-01,  6.70276e-10,  4.37689e+00,  2.59548e+00,  6.92344e-08, -1.15304e+01,  2.34701e+01, -2.31518e-04,  4.92505e-01, -8.70343e-01,  1.00000e-02, -5.07495e-01, -8.60343e-01, -1.78277e-10,  4.42914e+00,  2.50394e+00,  6.89096e-08, -1.06081e+01,  2.29757e+01, -4.21309e-04
 1.56000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  2.76396e-01, -4.23142e-01,  5.68982e-16, -2.28980e-01, -4.23142e-01,  5.68982e-16,  2.05421e+00,  1.34158e+00,  7.63721e-14, -1.32839e+01,  5.42912e+00, -4.17090e-10,  5.44492e-01, -8.38822e-01, -8.44440e-16, -4.55508e-01, -8.38822e-01, -8.44440e-16,  4.23368e+00,  2.74717e+00,  3.46212e-15, -1.91993e+01,  1.77244e+01, -2.70130e-10,  5.36087e-01, -8.44239e-01, -1.00000e-02, -4.63913e-01, -8.34239e-01,  4.57916e-10,  4.26193e+00,  2.70333e+00,  9.67652e-08, -1.90063e+01,  1.79070e+01,  2.30646e-03,  5.52897e-01, -8.33404e-01, -1.00000e-02, -4.47103e-01, -8.43404e-01,  3.75056e-10,  4.20543e+00,  2.79100e+00, -8.99621e-08, -1.94113e+01,  1.75308e+01, -2.36500e-03,  5.36087e-01, -8.44239e-01,  1.00000e-02, -4.63913e-01, -8.34239e-01, -4.57913e-10,  4.26193e+00,  2.70333e+00, -9.67653e-08, -1.90063e+01,  1.79070e+01, -2.30652e-03
 1.57000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  2.96301e-01, -4.09450e-01,  9.00700e-16, -2.09075e-01, -4.09450e-01,  9.00700e-16,  1.93141e+00,  1.39765e+00,  3.05271e-14, -1.25679e+01,  4.88137e+00,  7.40439e-11,  5.85925e-01, -8.10427e-01, -1.47459e-15, -4.14075e-01, -8.10427e-01, -1.47459e-15,  4.05928e+00,  2.93449e+00, -5.20549e-14, -1.41125e+01,  2.10202e+01,  1.07942e-09,  5.77814e-01, -8.16276e-01, -1.00000e-02, -4.22186e-01, -8.06276e-01,  1.31035e-10,  4.09039e+00,  2.89134e+00,  1.71684e-07, -1.32874e+01,  2.04000e+01,  3.64184e-04,  5.94037e-01, -8.04579e-01, -1.00000e-02, -4.05963e-01, -8.14579e-01,  6.97163e-10,  4.02817e+00,  2.97764e+00, -1.63459e-07, -1.49010e+01,  2.16697e+01, -3.33613e-04,  5.77814e-01, -8.16276e-01,  1.00000e-02, -4.22186e-01, -8.06276e-01, -1.31033e-10,  4.09039e+00,  2.89134e+00, -1.71683e-07, -1.32874e+01,  2.04000e+01, -3.64162e-04
 1.58000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.15034e-01, -3.95213e-01,  1.04456e-15, -1.90342e-01, -3.95213e-01,  1.04456e-15,  1.81143e+00,  1.44458e+00, -7.28243e-14, -1.34062e+01,  3.07432e+00, -1.80925e-09,  6.25677e-01, -7.80136e-01, -1.80712e-15, -3.74323e-01, -7.80136e-01, -1.80712e-15,  3.88598e+00,  3.11878e+00, -6.23038e-15, -2.20844e+01,  1.45331e+01, -3.59988e-09,  6.17897e-01, -7.86418e-01, -1.00000e-02, -3.82103e-01, -7.76418e-01,  4.98293e-10,  3.92120e+00,  3.07516e+00,  2.47539e-07, -2.20770e+01,  1.50108e+01,  2.26052e-03,  6.33457e-01, -7.73854e-01, -1.00000e-02, -3.66543e-01, -7.83854e-01,  3.25052e-10,  3.85076e+00,  3.16240e+00, -2.41918e-07, -2.21065e+01,  1.40453e+01, -2.22422e-03,  6.17897e-01, -7.86418e-01,  1.00000e-02, -3.82103e-01, -7.76418e-01, -4.98292e-10,  3.92120e+00,  3.07516e+00, -2.47540e-07, -2.20770e+01,  1.50108e+01, -2.26044e-03
 1.59000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.32555e-01, -3.80581e-01,  1.00647e-15, -1.72822e-01, -3.80581e-01,  1.00647e-15,  1.70202e+00,  1.48799e+00, -1.15676e-13, -7.14124e+00,  7.27535e+00,  1.31726e-09,  6.63410e-01, -7.48275e-01, -1.60931e-15, -3.36590e-01, -7.48275e-01, -1.60931e-15,  3.66450e+00,  3.25421e+00, -2.64012e-14, -2.33118e+01,  1.18071e+01, -3.98621e-10,  6.55988e-01, -7.54977e-01, -1.00000e-02, -3.44012e-01, -7.44977e-01,  4.89605e-10,  3.70183e+00,  3.21287e+00, -6.98885e-08, -2.31108e+01,  1.20659e+01, -6.37496e-04,  6.70831e-01, -7.41572e-01, -1.00000e-02, -3.29169e-01, -7.51572e-01,  3.06281e-10,  3.62717e+00,  3.29555e+00,  5.15466e-08, -2.34942e+01,  1.15649e+01,  4.93882e-04,  6.55988e-01, -7.54977e-01,  1.00000e-02, -3.44012e-01, -7.44977e-01, -4.89602e-10,  3.70183e+00,  3.21287e+00,  6.98885e-08, -2.31108e+01,  1.20659e+01,  6.37448e-04
 1.60000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.49185e-01, -3.65375e-01,  5.82089e-16, -1.56192e-01, -3.65375e-01,  5.82089e-16,  1.62254e+00,  1.55167e+00, -3.74132e-14, -7.42499e+00,  6.62760e+00, -6.72363e-10,  6.98770e-01, -7.15303e-01, -1.11206e-15, -3.01230e-01, -7.15303e-01, -1.11206e-15,  3.39268e+00,  3.32061e+00,  1.38816e-13, -2.99501e+01,  1.91685e+00, -8.15499e-10,  6.91726e-01, -7.22401e-01, -1.00000e-02, -3.08274e-01, -7.12401e-01,  8.17319e-10,  3.42970e+00,  3.28388e+00, -9.31985e-09, -3.02160e+01,  2.57650e+00,  1.76556e-03,  7.05813e-01, -7.08204e-01, -1.00000e-02, -2.94187e-01, -7.18204e-01, -7.83966e-11,  3.35566e+00,  3.35735e+00, -1.29670e-08, -2.96696e+01,  1.26921e+00, -1.84844e-03,  6.91726e-01, -7.22401e-01,  1.00000e-02, -3.08274e-01, -7.12401e-01, -8.17315e-10,  3.42970e+00,  3.28388e+00,  9.32015e-09, -3.02160e+01,  2.57650e+00, -1.76558e-03
 1.61000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.64995e-01, -3.49571e-01,  1.95714e-16, -1.40381e-01, -3.49571e-01,  1.95714e-16,  1.54245e+00,  1.61154e+00,  1.24182e-14, -7.60444e+00,  6.12333e+00, -2.02916e-09,  7.31169e-01, -6.82098e-01, -6.19320e-17, -2.68831e-01, -6.82098e-01, -6.19320e-17,  3.08804e+00,  3.31327e+00,  1.26946e-13, -2.70994e+01,  4.56307e-01,  2.23395e-10,  7.24479e-01, -6.89530e-01, -1.00000e-02, -2.75521e-01, -6.79530e-01,  6.93858e-10,  3.12110e+00,  3.28351e+00, -1.35308e-07, -2.72812e+01,  9.07765e-01,  4.03043e-04,  7.37860e-01, -6.74665e-01, -1.00000e-02, -2.62140e-01, -6.84665e-01, -2.68055e-11,  3.05499e+00,  3.34303e+00,  1.16964e-07, -2.68947e+01,  2.78939e-02, -7.15094e-04,  7.24479e-01, -6.89530e-01,  1.00000e-02, -2.75521e-01, -6.79530e-01, -6.93852e-10,  3.12110e+00,  3.28351e+00,  1.35310e-07, -2.72812e+01,  9.07765e-01, -4.02998e-04
 1.62000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.80066e-01, -3.33111e-01, -4.43188e-16, -1.25310e-01, -3.33111e-01, -4.43188e-16,  1.46779e+00,  1.67514e+00,  2.74998e-15, -1.03800e+01,  2.81110e+00, -7.01273e-10,  7.60809e-01, -6.48854e-01,  5.64231e-16, -2.39191e-01, -6.48854e-01,  5.64231e-16,  2.83855e+00,  3.32795e+00,  1.15287e-13, -2.70216e+01, -2.62586e+00, -2.23680e-09,  7.54456e-01, -6.56576e-01, -1.00000e-02, -2.45544e-01, -6.46576e-01,  7.36151e-10,  2.87203e+00,  3.30041e+00, -9.08146e-08, -2.74909e+01, -1.99204e+00, -2.42716e-04,  7.67162e-01, -6.41131e-01, -1.00000e-02, -2.32838e-01, -6.51131e-01, -1.07656e-10,  2.80507e+00,  3.35550e+00,  7.58989e-08, -2.65481e+01, -3.25468e+00,  1.19297e-04,  7.54456e-01, -6.56576e-01,  1.00000e-02, -2.45544e-01, -6.46576e-01, -7.36144e-10,  2.87203e+00,  3.30041e+00,  9.08144e-08, -2.74909e+01, -1.99204e+00,  2.42738e-04
 1.63000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  3.94256e-01, -3.16193e-01, -7.58051e-16, -1.11121e-01, -3.16193e-01, -7.58051e-16,  1.37113e+00,  1.70835e+00, -3.53874e-14, -8.77714e+00,  4.37179e+00, -8.44849e-10,  7.87933e-01, -6.15653e-01,  1.54014e-15, -2.12067e-01, -6.15653e-01,  1.54014e-15,  2.59606e+00,  3.31858e+00,  1.18279e-13, -2.36323e+01, -1.47841e+00, -3.99724e-09,  7.81906e-01, -6.23633e-01, -1.00000e-02, -2.18094e-01, -6.13633e-01,  5.57081e-10,  2.62906e+00,  3.29366e+00,  2.90007e-07, -2.38011e+01, -1.13655e+00,  8.34079e-04,  7.93960e-01, -6.07674e-01, -1.00000e-02, -2.06040e-01, -6.17674e-01,  3.20794e-11,  2.56306e+00,  3.34351e+00, -3.06134e-07, -2.34647e+01, -1.81928e+00, -1.24137e-03,  7.81906e-01, -6.23633e-01,  1.00000e-02, -2.18094e-01, -6.13633e-01, -5.57071e-10,  2.62906e+00,  3.29366e+00, -2.90007e-07, -2.38011e+01, -1.13655e+00, -8.34167e-04
 1.64000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.07551e-01, -2.98873e-01, -1.30490e-15, -9.78257e-02, -2.98873e-01, -1.30490e-15,  1.28742e+00,  1.75471e+00, -3.22404e-14, -8.52103e+00,  4.44356e+00, -1.19777e-09,  8.12717e-01, -5.82595e-01,  1.97414e-15, -1.87283e-01, -5.82595e-01,  1.97414e-15,  2.36521e+00,  3.29408e+00,  5.49710e-14, -2.29656e+01, -3.61727e+00, -2.54511e-09,  8.07011e-01, -5.90808e-01, -1.00000e-02, -1.92989e-01, -5.80808e-01,  5.32204e-10,  2.39740e+00,  3.27172e+00,  1.02240e-07, -2.29498e+01, -3.45561e+00, -1.60267e-03,  8.18422e-01, -5.74383e-01, -1.00000e-02, -1.81578e-01, -5.84383e-01,  1.88206e-11,  2.33303e+00,  3.31644e+00, -1.08984e-07, -2.29958e+01, -3.79774e+00,  1.48691e-03,  8.07011e-01, -5.90808e-01,  1.00000e-02, -1.92989e-01, -5.80808e-01, -5.32193e-10,  2.39740e+00,  3.27172e+00, -1.02239e-07, -2.29498e+01, -3.45561e+00,  1.60265e-03
 1.65000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.19919e-01, -2.81239e-01, -1.33138e-15, -8.54577e-02, -2.81239e-01, -1.33138e-15,  1.18524e+00,  1.76947e+00, -6.01417e-15, -9.36039e+00,  2.15092e+00,  1.76050e-09,  8.35123e-01, -5.50058e-01,  2.64214e-15, -1.64877e-01, -5.50058e-01,  2.64214e-15,  2.11806e+00,  3.20974e+00,  7.71572e-14, -2.23548e+01, -7.03655e+00, -3.78021e-09,  8.29713e-01, -5.58468e-01, -1.00000e-02, -1.70287e-01, -5.48468e-01,  6.02777e-10,  2.14452e+00,  3.19272e+00, -7.73616e-08, -2.28699e+01, -6.59495e+00,  4.37079e-04,  8.40533e-01, -5.41648e-01, -1.00000e-02, -1.59467e-01, -5.51648e-01, -1.10395e-10,  2.09160e+00,  3.22676e+00,  8.10693e-08, -2.18461e+01, -7.48873e+00, -4.32145e-04,  8.29713e-01, -5.58468e-01,  1.00000e-02, -1.70287e-01, -5.48468e-01, -6.02765e-10,  2.14452e+00,  3.19272e+00,  7.73622e-08, -2.28699e+01, -6.59495e+00, -4.37065e-04
 1.66000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.31269e-01, -2.63504e-01, -1.38853e-15, -7.41073e-02, -2.63504e-01, -1.38853e-15,  1.08307e+00,  1.77256e+00, -3.17506e-14, -1.14856e+01, -2.66978e+00,  2.65835e-10,  8.55362e-01, -5.18072e-01,  2.22541e-15, -1.44638e-01, -5.18072e-01,  2.22541e-15,  1.93495e+00,  3.19168e+00, -1.03754e-13, -1.64843e+01, -2.85858e-01, -1.62884e-09,  8.50221e-01, -5.26649e-01, -1.00000e-02, -1.49779e-01, -5.16649e-01,  2.35812e-10,  1.96198e+00,  3.17548e+00,  4.87129e-08, -1.63688e+01, -2.30713e-01, -1.01478e-03,  8.60504e-01, -5.09495e-01, -1.00000e-02, -1.39496e-01, -5.19495e-01,  2.27053e-10,  1.90791e+00,  3.20789e+00, -4.05839e-08, -1.65902e+01, -3.29385e-01,  1.35831e-03,  8.50221e-01, -5.26649e-01,  1.00000e-02, -1.49779e-01, -5.16649e-01, -2.35800e-10,  1.96198e+00,  3.17548e+00, -4.87145e-08, -1.63688e+01, -2.30713e-01,  1.01483e-03
 1.67000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.41499e-01, -2.45979e-01, -8.67251e-16, -6.38769e-02, -2.45979e-01, -8.67251e-16,  9.60531e-01,  1.72351e+00,  1.23066e-13, -1.30595e+01, -7.70252e+00,  8.71542e-10,  8.73934e-01, -4.86104e-01,  1.77159e-15, -1.26066e-01, -4.86104e-01,  1.77159e-15,  1.78095e+00,  3.20093e+00, -1.45324e-13, -1.34370e+01,  3.55259e+00,  1.00935e-09,  8.69072e-01, -4.94843e-01, -1.00000e-02, -1.30928e-01, -4.84843e-01,  7.35321e-12,  1.80956e+00,  3.18501e+00, -2.27852e-07, -1.27703e+01,  3.30617e+00,  1.56254e-03,  8.78796e-01, -4.77365e-01, -1.00000e-02, -1.21204e-01, -4.87365e-01,  4.38088e-10,  1.75233e+00,  3.21685e+00,  2.26235e-07, -1.41004e+01,  3.80098e+00, -1.27685e-03,  8.69072e-01, -4.94843e-01,  1.00000e-02, -1.30928e-01, -4.84843e-01, -7.34235e-12,  1.80956e+00,  3.18501e+00,  2.27851e-07, -1.27703e+01,  3.30617e+00, -1.56255e-03
 1.68000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.50526e-01, -2.29027e-01, -4.71803e-16, -5.48503e-02, -2.29027e-01, -4.71803e-16,  8.49266e-01,  1.67064e+00,  4.04354e-14, -1.02167e+01, -4.44122e+00, -5.70636e-10,  8.91065e-01, -4.53938e-01,  6.38434e-16, -1.08935e-01, -4.53938e-01,  6.38434e-16,  1.65043e+00,  3.23977e+00, -1.07209e-13, -1.33905e+01,  3.12284e+00,  2.82178e-09,  8.86509e-01, -4.62840e-01, -1.00000e-02, -1.13491e-01, -4.52840e-01,  1.22755e-11,  1.68393e+00,  3.22262e+00,  9.54129e-08, -1.28609e+01,  3.03511e+00, -1.12201e-03,  8.95621e-01, -4.45036e-01, -1.00000e-02, -1.04379e-01, -4.55036e-01,  4.29373e-10,  1.61693e+00,  3.25692e+00, -9.53033e-08, -1.39000e+01,  3.24857e+00,  1.29091e-03,  8.86509e-01, -4.62840e-01,  1.00000e-02, -1.13491e-01, -4.52840e-01, -1.22667e-11,  1.68393e+00,  3.22262e+00, -9.54130e-08, -1.28609e+01,  3.03511e+00,  1.12207e-03
 1.69000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.58482e-01, -2.12649e-01,  1.92927e-16, -4.68942e-02, -2.12649e-01,  1.92927e-16,  7.41974e-01,  1.60030e+00,  4.81340e-14, -1.00773e+01, -6.89132e+00,  1.40623e-09,  9.06788e-01, -4.21649e-01, -1.00505e-16, -9.32123e-02, -4.21649e-01, -1.00505e-16,  1.49259e+00,  3.21048e+00, -3.93026e-14, -1.69536e+01, -6.34376e+00, -1.51144e-09,  9.02564e-01, -4.30713e-01, -1.00000e-02, -9.74363e-02, -4.20713e-01,  3.83548e-10,  1.52536e+00,  3.19521e+00, -4.69525e-08, -1.74858e+01, -5.94558e+00,  2.16576e-03,  9.11012e-01, -4.12585e-01, -1.00000e-02, -8.89884e-02, -4.22585e-01,  3.37253e-11,  1.45982e+00,  3.22575e+00,  4.10537e-08, -1.64179e+01, -6.73162e+00, -2.75269e-03,  9.02564e-01, -4.30713e-01,  1.00000e-02, -9.74363e-02, -4.20713e-01, -3.83540e-10,  1.52536e+00,  3.19521e+00,  4.69530e-08, -1.74858e+01, -5.94558e+00, -2.16580e-03
 1.70000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.65426e-01, -1.96983e-01,  6.20294e-16, -3.99504e-02, -1.96983e-01,  6.20294e-16,  6.49630e-01,  1.53587e+00,  7.24893e-14, -8.47710e+00, -5.91167e+00, -3.18812e-10,  9.20940e-01, -3.89765e-01, -1.01537e-15, -7.90596e-02, -3.89765e-01, -1.01537e-15,  1.34235e+00,  3.17282e+00, -9.83837e-14, -1.34365e+01, -1.36573e+00,  1.93717e-09,  9.17038e-01, -3.98972e-01, -1.00000e-02, -8.29623e-02, -3.88972e-01,  1.11187e-10,  1.37440e+00,  3.15924e+00, -3.46522e-07, -1.33321e+01, -1.28516e+00, -2.73658e-03,  9.24843e-01, -3.80558e-01, -1.00000e-02, -7.51568e-02, -3.90558e-01,  2.76823e-10,  1.31031e+00,  3.18641e+00,  3.27975e-07, -1.35479e+01, -1.45744e+00,  3.05195e-03,  9.17038e-01, -3.98972e-01,  1.00000e-02, -8.29623e-02, -3.88972e-01, -1.11181e-10,  1.37440e+00,  3.15924e+00,  3.46523e-07, -1.33321e+01, -1.28516e+00,  2.73657e-03
 1.71000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.71492e-01, -1.81974e-01,  1.04132e-15, -3.38841e-02, -1.81974e-01,  1.04132e-15,  5.62037e-01,  1.45759e+00,  9.18116e-14, -9.09348e+00, -1.05762e+01,  9.91152e-10,  9.33721e-01, -3.58050e-01, -1.69984e-15, -6.62789e-02, -3.58050e-01, -1.69984e-15,  1.20736e+00,  3.15176e+00,  3.43184e-14, -1.39232e+01, -4.66833e+00, -6.01830e-09,  9.30161e-01, -3.67394e-01, -1.00000e-02, -6.98394e-02, -3.57394e-01,  1.85148e-10,  1.24133e+00,  3.13881e+00, -1.49313e-07, -1.38378e+01, -4.56439e+00,  4.11530e-03,  9.37282e-01, -3.48705e-01, -1.00000e-02, -6.27183e-02, -3.58705e-01,  1.85541e-10,  1.17338e+00,  3.16470e+00,  1.47856e-07, -1.40127e+01, -4.78087e+00, -4.08442e-03,  9.30161e-01, -3.67394e-01,  1.00000e-02, -6.98394e-02, -3.57394e-01, -1.85143e-10,  1.24133e+00,  3.13881e+00,  1.49314e-07, -1.38378e+01, -4.56439e+00, -4.11528e-03
 1.72000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.76709e-01, -1.67819e-01,  1.26130e-15, -2.86671e-02, -1.67819e-01,  1.26130e-15,  4.86681e-01,  1.38334e+00,  9.53533e-15, -6.35046e+00, -5.41241e+00,  2.09799e-09,  9.45141e-01, -3.26657e-01, -2.16687e-15, -5.48591e-02, -3.26657e-01, -2.16687e-15,  1.07802e+00,  3.12741e+00, -9.85950e-14, -1.32007e+01, -4.17527e+00, -1.36855e-10,  9.41937e-01, -3.36129e-01, -1.00000e-02, -5.80631e-02, -3.26129e-01,  1.22476e-10,  1.11580e+00,  3.11463e+00,  5.56422e-08, -1.28436e+01, -4.14082e+00, -2.15941e-03,  9.48345e-01, -3.17184e-01, -1.00000e-02, -5.16551e-02, -3.27184e-01,  2.40912e-10,  1.04024e+00,  3.14019e+00, -5.12562e-08, -1.35650e+01, -4.23216e+00,  1.75995e-03,  9.41937e-01, -3.36129e-01,  1.00000e-02, -5.80631e-02, -3.26129e-01, -1.22471e-10,  1.11580e+00,  3.11463e+00, -5.56415e-08, -1.28436e+01, -4.14082e+00,  2.15942e-03
 1.73000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  4.81273e-01, -1.54228e-01,  1.13910e-15, -2.41034e-02, -1.54228e-01,  1.13910e-15,  4.27385e-01,  1.33518e+00, -8.56513e-15, -6.01903e+00, -5.65419e+00,  7.31073e-11,  9.55202e-01, -2.95810e-01, -2.09751e-15, -4.47980e-02, -2.95810e-01, -2.09751e-15,  9.33252e-01,  3.02996e+00,  1.43966e-13, -1.55293e+01, -1.54669e+01, -1.78002e-09,  9.52375e-01, -3.05402e-01, -1.00000e-02, -4.76253e-02, -2.95402e-01,  4.98635e-10,  9.71007e-01,  3.01883e+00,  3.81979e-07, -1.57910e+01, -1.52201e+01,  3.81387e-03,  9.58029e-01, -2.86218e-01, -1.00000e-02, -4.19706e-02, -2.96218e-01, -1.60006e-10,  8.95497e-01,  3.04109e+00, -3.86644e-07, -1.52616e+01, -1.56989e+01, -3.96477e-03,  9.52375e-01, -3.05402e-01,  1.00000e-02, -4.76253e-02, -2.95402e-01, -4.98630e-10,  9.71007e-01,  3.01883e+00, -3.81979e-07, -1.57910e+01, -1.52201e+01, -3.81388e-03
