# Bob-063c, 2020-02-26
# max(eig(GL strain rate)), max(eig(GL strain))
4.780385016969545120e+01,1.162442543196663854e-02
4.067058200250627920e+01,7.775429602559448886e-03
3.258547029234853909e+01,8.647418820049650179e-03
2.486635136771760912e+01,6.093707047202182557e-03
2.521271435497348534e+01,6.136019305490971430e-03
2.104423671277998409e+01,5.217464068377679169e-03
2.498015143072743172e+01,7.224743097615887212e-03
4.151003141547885633e+01,8.116685537395749647e-03
2.766968043468517635e+01,1.003661930381694219e-02
2.670135494937124676e+01,8.443346664206395624e-03
2.039202841000544097e+01,8.828258248022144775e-03
3.980524623505460369e+01,8.440914233325656421e-03
3.587879710096069630e+01,6.903913671026901816e-03
4.666972112203133349e+01,6.544360546312626148e-03
2.649074053428495290e+01,8.371915283846275216e-03
4.772836979539507496e+01,8.018424983568684522e-03
5.342682115607637172e+01,7.285916269116191057e-03
3.284410238558967166e+01,9.746774553335462235e-03
1.771105275753852482e+01,7.172164991504611023e-03
3.831143444534126985e+01,6.022396588514938344e-03
3.851868262811125021e+01,8.646208803504987217e-03
3.784665146164457639e+01,6.670967366801490092e-03
3.563240474355384890e+01,8.566298025030536639e-03
2.113389572657805360e+01,7.879287709008786153e-03
3.800308400317102553e+01,8.638452671259374063e-03
3.090933090303522235e+01,6.997480832125519898e-03
2.621746415336444258e+01,6.925170755787028905e-03
2.832438491762686184e+01,7.707919295037869711e-03
4.508663241054246384e+01,7.613245195687708480e-03
4.346084779733470782e+01,8.105063633209780641e-03
5.257384406753617156e+01,8.466620491418665531e-03
4.792981554278527767e+01,8.032986625183195784e-03
7.345010661822398390e+01,7.998138030088098802e-03
2.819615786801097101e+01,9.030847168511922998e-03
2.892038459703174169e+01,7.965113886483654940e-03
3.911905484973745217e+01,7.405802290092023711e-03
3.163277787042123990e+01,1.124565528964198598e-02
4.651734318153826564e+01,8.696307374794130102e-03
3.339276557403203327e+01,9.941521527418270554e-03
4.129451169861326321e+01,7.507246548985054869e-03
5.433935159385155345e+01,7.149642958946442542e-03
2.964810548124783196e+01,1.100879727438426776e-02
2.963783620557994780e+01,9.802338247002346378e-03
3.323543078147567087e+01,9.252829883501883373e-03
2.596857565323479022e+01,9.780758570572981730e-03
5.873757691666142478e+01,1.310543805313850452e-02
3.411337605049894250e+01,1.371957951750490436e-02
4.774420589496183709e+01,1.575520513553663529e-02
4.156616787620642128e+01,1.387084553020368101e-02
2.835666836508851674e+01,1.285699317418794070e-02
3.521299490849828828e+01,1.095207817696767540e-02
4.191534664500476737e+01,1.244199275483764966e-02
3.336349218629126767e+01,1.119654681071067560e-02
4.310266828520398974e+01,1.058591497130366432e-02
4.898428516509284947e+01,1.023892901201600009e-02
3.915381557981206129e+01,1.005021492778181320e-02
4.475505877176788516e+01,1.005477803443937009e-02
3.819341122776208408e+01,9.683546426294695197e-03
6.432496062427179595e+01,1.012788345748654763e-02
5.705727252343091038e+01,9.488160231292872698e-03
3.437978255040873421e+01,1.104948882513265805e-02
5.866933025211144326e+01,1.171658936994246329e-02
5.991761977026698105e+01,1.060587517820990415e-02
4.768177285864446446e+01,1.235017709040278806e-02
4.869681990769468882e+01,1.251310820564000871e-02
2.620952132284235248e+01,1.142933037975916132e-02
4.260783963467065405e+01,1.058461115154142075e-02
3.294060402526179132e+01,1.219107449377908325e-02
2.134784447020049214e+01,1.190853988868407348e-02
2.349184577284985309e+01,1.333155005703196005e-02
4.127158236662931046e+01,1.114310690262561993e-02
3.273449958065917542e+01,1.276214961191265464e-02
5.198874559457795641e+01,1.347957142796602122e-02
3.386052016923437691e+01,1.412307429309505626e-02
4.049870490691829872e+01,1.285313606667038214e-02
3.898238167161501622e+01,1.327890621181754272e-02
4.247613689216933608e+01,1.411604286457163009e-02
3.744706462188308649e+01,1.296066290310015322e-02
5.344296161601229045e+01,1.174126271159796342e-02
4.624524883379163498e+01,1.271194885464640469e-02
4.854223267160417521e+01,1.088169749093669328e-02
3.137180979252273261e+01,1.474502740453462885e-02
3.145549969226424381e+01,1.364989049939946929e-02
3.584447058406030351e+01,1.324789917286993413e-02
4.219124341151911750e+01,1.201701370307677215e-02
1.891763198683126035e+01,1.507150732907081882e-02
2.760281316124885720e+01,1.294908991305830995e-02
2.533954437994004394e+01,1.251573741019518758e-02
2.784881188496878224e+01,1.124084832201812691e-02
3.558268231523891245e+01,1.072877481098778903e-02
3.701281308348305288e+01,1.090556488491288382e-02
5.245773621094156169e+01,1.076425415149244273e-02
6.916921676281032205e+01,1.217707781178331040e-02
3.885455413381354361e+01,1.284384783555970674e-02
3.766372523086693747e+01,1.412802876412434100e-02
5.828007004758316612e+01,1.144855071502662476e-02
3.255693001511426843e+01,1.204101023798931878e-02
1.495457253493118976e+01,1.309264160172982430e-02
5.832693638483635823e+01,1.253490120842751590e-02
4.026824923982503179e+01,1.135381721969982299e-02
3.024467359532404487e+01,1.160501394234455565e-02
2.499168536965116516e+01,1.321777232163637988e-02
3.213188992806998812e+01,1.237074476611594795e-02
2.570258446351583359e+01,1.292884056771207227e-02
4.658862307393219737e+01,1.361217571202642460e-02
2.885983541287983911e+01,1.359090838703586046e-02
2.694344520817460165e+01,1.360566224417035161e-02
2.702616279122405274e+01,1.630469346728740873e-02
4.884085984758745269e+01,1.691782606949927478e-02
5.432417328966142378e+01,1.661764608843598404e-02
3.788916433482118151e+01,1.714674066382822215e-02
3.367087385058792393e+01,1.625427525887865321e-02
4.500255798223687975e+01,1.621965931628546742e-02
4.592960852550647388e+01,1.649853428393294533e-02
5.015045979016731081e+01,1.704496876216507820e-02
4.186850646695316414e+01,1.472620204636513469e-02
3.673133391886022281e+01,1.450568726825409230e-02
3.582787981585565973e+01,1.456101874756283651e-02
2.073466499876870728e+01,1.306670339653713715e-02
3.261606298263833281e+01,1.174513392279335870e-02
2.783759567730959716e+01,1.479248910393222809e-02
4.012757683903699046e+01,1.340339361379939455e-02
2.197336474492953329e+01,1.519248068998089660e-02
2.096099875304706828e+01,1.574318582376587825e-02
3.473138009632775436e+01,1.418707708717926834e-02
2.407295576759891986e+01,1.300087544920521324e-02
4.225381988598750382e+01,1.495063825124625864e-02
4.093155369908548380e+01,1.170825818806541657e-02
3.857183683429668974e+01,1.069760091116504080e-02
4.096249239644536289e+01,1.083676734693346001e-02
3.858508715724344995e+01,1.389681009045636885e-02
2.020739547820364734e+01,1.503548148095753233e-02
3.710712550668201004e+01,1.273881360015610524e-02
2.777625989289584396e+01,1.353263388155067325e-02
3.764577147354167153e+01,9.863213608389272136e-03
2.829783486555738037e+01,1.142661839455935864e-02
5.988756755537100673e+01,1.090621024682054095e-02
3.629257369788961540e+01,1.021575619967063364e-02
5.234162453732432141e+01,8.849701001495024338e-03
4.405066518472113302e+01,1.201794524850836182e-02
5.874450863353712293e+01,1.134439524794197615e-02
2.202628361575085947e+01,1.074136954361765497e-02
3.657090070922184566e+01,1.170270120233654274e-02
4.035943245841199456e+01,1.131931491726051106e-02
3.343310969617330386e+01,1.071198488502786775e-02
2.200888141700407630e+01,1.056122125867578129e-02
4.900848794941684616e+01,7.873787668201530712e-03
4.763254707670896693e+01,9.825761384245842306e-03
3.821923903083847307e+01,8.121841907146706147e-03
3.874718622757397668e+01,8.211819316027749519e-03
5.922637105761789655e+01,9.790731223035024910e-03
5.488651910123420663e+01,1.401542497191856328e-02
3.196606354240075021e+01,1.173136978548543208e-02
5.089236951514439511e+01,1.376093918264819152e-02
5.164547609097473213e+01,7.661051782285730437e-03
3.063660980420172564e+01,7.829566413347480852e-03
2.794946814696243464e+01,7.435353693521547930e-03
3.575078071655129719e+01,7.790478879395403705e-03
4.047576946031290390e+01,9.466181709169413025e-03
5.058159238294793880e+01,8.322440647182889270e-03
2.320108929041460044e+01,7.543198572390588143e-03
4.849215443152367300e+01,9.623449172418608102e-03
4.461127264838937378e+01,8.467827555032347159e-03
5.731696093484404031e+01,7.064505236412489848e-03
3.057084773150068457e+01,6.901087343241620216e-03
5.104697304725118556e+01,7.602201905742537666e-03
2.293181007113487979e+01,7.890093170809809806e-03
2.170596200786962271e+01,7.637784660157339277e-03
4.600935379948265336e+01,9.166588236413988899e-03
3.568084970184580840e+01,1.329985205548813755e-02
5.831970359859600705e+01,1.175378879655744266e-02
5.569980995220719677e+01,1.126522033127918924e-02
2.192268598974958138e+01,1.187135071033827878e-02
3.036439482268117018e+01,7.969747750083142415e-03
4.364768860456116784e+01,8.605083173344315814e-03
4.834376639364857198e+01,8.442120534885782374e-03
3.823901594429158735e+01,7.817737101811687503e-03
3.600013419683413218e+01,8.872459408176887330e-03
5.042671105898333650e+01,1.140563364584398082e-02
5.093914654947207055e+01,1.111261173585977209e-02
3.296664526903844461e+01,1.153534272272152897e-02
6.194983253576523197e+01,1.232201171519725809e-02
6.910680705822169045e+01,1.168018968385077516e-02
3.384995309209163139e+01,1.171186810849909020e-02
4.405473732163188316e+01,1.200545082531098359e-02
4.702239783450534816e+01,8.780067243587012446e-03
6.077661904320680009e+01,1.206253894528309251e-02
4.853416893578922497e+01,9.783905414035357073e-03
2.000404173666941432e+01,1.399266266939314281e-02
3.812009450074662453e+01,1.340198536879688707e-02
3.895566256171850483e+01,1.138784392404346146e-02
1.511825106298240762e+01,1.140381097293967881e-02
3.670679302006185907e+01,1.162775301902414793e-02
3.692431356791428243e+01,1.101003971408623210e-02
5.096873284107864066e+01,1.339152160222537198e-02
3.879870059103810576e+01,1.653613932310666126e-02
6.203095618894264618e+01,1.284920032696622999e-02
4.329826050943806592e+01,1.058080742024417910e-02
4.019813736158969419e+01,1.071768021080003047e-02
3.943652480437762620e+01,1.280366557685202848e-02
5.940044672824552663e+01,1.485638290279524612e-02
5.400817308768054659e+01,1.419479942186164037e-02
1.964554320932155562e+01,1.105764857766800696e-02
1.729664546289215110e+01,1.284043734595619046e-02
3.525261632929647249e+01,1.406343502454206196e-02
1.619616087697863449e+01,1.439776158784293429e-02
6.299019395154552825e+01,1.505541333018738104e-02
1.015064473951277257e+01,1.404217180319214386e-02
1.118294798296960479e+01,1.405221295701791946e-02
3.684592921209856087e+01,1.223531886439994942e-02
1.857954990094358294e+01,1.221419628911674451e-02
3.455034635758982375e+01,1.189404985907819602e-02
3.400448506050940267e+01,1.134065842611778167e-02
4.396007140075090547e+01,1.234752361179658649e-02
5.753391866480567529e+01,1.120191900742312750e-02
7.209092860653579748e+01,1.178528838920199322e-02
5.202519290769221527e+01,1.565638972300666815e-02
5.330896341768667668e+01,1.017225145505868192e-02
1.286330123572882478e+01,1.293787899318855732e-02
3.991779659105907285e+01,1.147416907311375571e-02
3.225339713666075170e+01,1.346399487510367005e-02
5.308495417114856707e+01,1.231668680302154192e-02
3.477348256245532809e+01,1.489953006678845261e-02
3.515837114089443816e+01,1.035837349749024749e-02
6.885098533659568432e+01,1.219667517522549441e-02
3.399303507646083489e+01,1.035071738271026338e-02
2.185875871538624082e+01,1.274681444570538794e-02
4.366688261227650258e+01,1.155167631737675539e-02
3.604304094232762168e+01,1.078720075452159824e-02
3.094321696497769736e+01,1.042183410892670928e-02
3.022643338445087124e+01,1.250361205402596848e-02
4.444563344895276202e+01,1.330818146874057639e-02
3.880041532419257067e+01,1.245741785968772740e-02
6.718863422484682246e+01,1.094441317102961414e-02
6.858459075125293225e+01,6.271457701954755853e-03
5.294227937371973525e+01,8.518381291696729488e-03
5.958449685006063135e+01,9.112442334784131084e-03
4.348130690435723267e+01,1.043726236839705689e-02
4.491155808975348407e+01,1.028395679972366437e-02
5.745562265106626398e+01,1.290470493396144586e-02
4.882839122413324162e+01,1.172485450083246214e-02
3.534636278319620573e+01,1.395472227310604052e-02
5.487184370952436296e+01,1.321229882649117490e-02
3.172722103214318423e+01,1.626614027686823852e-02
4.857887357363534164e+01,1.643509619320989226e-02
3.093826159486186711e+01,1.935953549148350383e-02
3.128435159989295045e+01,1.642651331870014636e-02
2.930504843762664891e+01,1.813678159277323440e-02
7.031536660137615513e+01,1.542883369917307824e-02
7.430791563985948756e+01,1.432402000405244916e-02
5.223168777491333969e+01,1.201829487976221675e-02
2.930966971271880439e+01,1.287960622043705060e-02
5.122981362567512065e+01,1.134057434469447692e-02
4.233570519978258062e+01,1.480533274165470731e-02
4.736432804759128601e+01,1.303612465148665071e-02
9.791053528466456157e+00,1.644972972499723560e-02
2.808623096182579459e+01,1.544974966013350735e-02
1.940538390823722281e+01,1.788376249173416824e-02
3.073681839283776540e+01,1.663357935736207299e-02
2.423624033655627485e+01,1.804971017103435341e-02
3.541649358534409942e+01,1.603541413511135050e-02
3.440071095282982583e+01,1.511513920705619650e-02
3.555625105138932440e+01,1.278510182890551898e-02
2.595436757198299915e+01,1.271748416007740384e-02
3.278886390143627949e+01,1.027451680757236925e-02
6.301688169853777310e+01,1.119145013312445799e-02
5.495140437614679740e+01,8.917040381381784869e-03
6.569647759316541169e+01,1.075600787369048947e-02
2.749411841740224460e+01,1.115353569074890860e-02
2.566031821461323048e+01,1.282069093287345300e-02
3.708291220441951452e+01,1.369340223069107250e-02
3.821072155784163726e+01,1.306920276835794523e-02
4.237063075076190444e+01,1.450474165554211520e-02
4.837941065080438818e+01,1.377094093411791557e-02
4.965389711226851688e+01,1.561866566845835150e-02
2.228468286337771076e+01,1.558085411399280640e-02
1.097312722938538698e+01,1.732280312581496381e-02
4.499114367246974666e+01,1.423254638437207280e-02
2.236124807382174851e+01,1.539374821837579364e-02
7.088901363785807064e+01,1.181751001987415943e-02
3.549931382707013228e+01,1.259299897317258179e-02
3.735170483156195331e+01,1.213843306866727034e-02
5.417019773121845105e+01,1.129404861654099805e-02
5.635021417744055583e+01,1.176868309887903544e-02
3.763787022273773886e+01,1.303868137588348221e-02
4.551583513671608472e+01,1.489042467963330556e-02
2.537984031968248289e+01,1.421891489757365172e-02
4.196675813316932846e+01,1.499780681147455316e-02
3.308955411257259982e+01,1.318355595036647954e-02
4.370659438701929389e+01,1.261223259963030821e-02
2.668519563024143082e+01,1.389333167982133473e-02
3.049609109843791188e+01,1.810991211156178296e-02
2.282017977267052800e+01,1.965946709582437266e-02
2.917981920980365373e+01,1.915491287494465802e-02
1.267105196130761335e+01,1.903476518851341184e-02
2.314359577289503633e+01,1.687834491956126046e-02
2.562612848696646850e+01,1.541419070793960747e-02
2.559607914554273478e+01,1.906223731586967340e-02
1.268721525356533597e+01,1.825204024438337527e-02
3.624171139337013869e+01,1.356135221045107371e-02
6.531150887318386822e+01,1.697690638604269428e-02
3.267527130256743106e+01,1.805246601579389362e-02
2.489794171537018386e+01,1.736691792697179354e-02
3.238903517937982457e+01,1.772072759382709028e-02
3.094523106222515096e+01,1.802200262448417842e-02
6.158817410794441116e+01,1.750075084394097161e-02
5.682057190285669179e+01,1.841283315415997990e-02
3.840644041429342792e+01,1.697849542602756362e-02
5.303243722148410200e+01,1.028151226674872340e-02
5.271537134020925208e+01,8.366060525740594972e-03
3.987274758798311325e+01,9.070887013892017445e-03
2.563846810649667773e+01,5.413635901389174214e-03
5.097751502878429619e+01,7.418484769793660602e-03
9.219488898336898330e+00,6.920311977582329493e-03
3.345252006522930799e+01,1.083772321677021859e-02
3.791509200239315192e+01,6.242126316411838322e-03
4.322963422114820276e+01,8.856780371909138763e-03
5.612755077418130867e+01,7.711542782251550911e-03
3.296264916818432056e+01,6.851263242193822087e-03
3.116534635824995902e+01,1.050632898277385936e-02
5.179119012329127258e+01,9.154013620177751942e-03
2.401340295412120440e+01,8.550163682531444070e-03
4.167508079446958646e+01,8.054066022853622123e-03
6.568205120687974841e+01,7.343509574686333044e-03
3.440770149221650342e+01,8.131647904023113840e-03
3.918438586531351575e+01,7.642430000668781406e-03
2.776866940014799567e+01,8.215936670478792350e-03
7.032975935463623784e+01,8.683764683067762141e-03
1.871466779492881116e+01,1.018955150612180401e-02
4.071279288548775099e+01,1.066380050415483872e-02
7.899215775305155773e+01,1.123721790316072923e-02
4.409119690088968468e+01,9.921291454926870965e-03
5.525361247426317846e+01,7.889623442322421867e-03
3.414127278951739441e+01,7.160823355849566148e-03
3.938818762511525051e+01,6.769737974395762491e-03
2.497753015108137831e+01,8.757237895446436798e-03
1.780168743206101567e+01,9.878312468544423949e-03
2.564573660889329787e+01,1.361648629199117139e-02
1.871253982340162025e+01,1.138469493188594590e-02
6.172200697863598862e+01,8.718363488762670768e-03
2.440690714843805509e+01,9.593044931856526195e-03
5.252083100427816476e+01,9.905962045138168304e-03
2.737331249563833779e+01,9.836837873857107520e-03
1.927398008384339079e+01,9.561979681712051357e-03
3.721671218029935346e+01,7.922420678106679645e-03
2.853502115377857962e+01,7.192589742381277212e-03
1.857636921643022632e+01,8.635904155828611969e-03
3.737123908307034981e+01,7.609512437257128642e-03
5.636721218665234545e+01,8.610420461447667109e-03
4.487572140041874746e+01,8.643065003650479347e-03
3.898067676743990262e+01,9.301242147339657332e-03
4.194056731957405049e+01,7.597435917564481465e-03
4.041983972763361521e+01,1.102524281519554929e-02
3.099988795563679034e+01,8.021408010769321903e-03
2.868981054201843151e+01,9.164946748033631768e-03
5.112483548479909246e+01,8.680688204030910862e-03
4.194948392417736471e+01,9.438712284569090658e-03
3.173612441783695104e+01,1.092104390122667149e-02
2.133324711005676377e+01,1.308246434111318829e-02
2.147612099870892877e+01,1.083343270126443242e-02
3.683609477725632786e+01,1.181822798226170312e-02
4.567682167311687635e+01,1.264798466272606080e-02
4.750343896733370741e+01,1.090948978158234883e-02
3.547838415835756365e+01,1.249404850188795546e-02
4.154837265180913874e+01,8.645074421048374105e-03
5.295044577991014023e+01,7.278414228128950170e-03
3.927562152964487296e+01,6.543553967461338168e-03
4.957260905473065549e+01,8.577510323005530304e-03
3.053917614404908321e+01,8.554069571468946032e-03
3.909711381212823511e+01,1.027869648812605209e-02
5.760803719020402269e+01,1.064953078676274777e-02
4.646670396080534005e+01,1.099263281163939503e-02
5.659462243938098425e+01,9.578548975824028450e-03
6.303188441420049770e+01,9.929557411135514836e-03
3.778290807507288207e+01,8.448185297057788506e-03
2.615594635745639351e+01,7.783560540727152421e-03
3.000088554103871274e+01,8.839279330592296827e-03
3.070876788019771197e+01,8.625575934919839372e-03
5.664034767383198954e+01,8.249250283142507342e-03
3.731015552084921438e+01,8.038264822101931495e-03
3.637243362505117972e+01,8.953102632345898843e-03
5.587154205351137648e+01,8.009615294159876456e-03
3.385349796789290622e+01,8.983575557004868165e-03
2.589119369147813998e+01,9.908227230434775781e-03
4.169485884238151385e+01,1.059342022909920931e-02
4.371406397997535720e+01,8.270014431755725801e-03
2.630290211688470947e+01,1.079921907769275206e-02
3.120986144645795690e+01,7.702846965471435610e-03
1.605229348823990776e+01,7.988266512706313979e-03
2.301552201826310196e+01,7.936002978730968827e-03
2.003175218940222635e+01,7.218212393396248629e-03
1.612039196031232180e+01,7.440038306415049096e-03
2.091749951167516386e+01,9.640307026592560488e-03
3.836267008368234599e+01,9.405697736784282212e-03
6.912926955280225627e+01,1.007383158524807407e-02
3.978363217254631223e+01,1.075819563045949528e-02
5.319558291295000174e+01,9.588804077904661272e-03
3.316216956883173594e+01,9.275456766772322351e-03
3.354921490132053918e+01,1.016024693668226772e-02
2.169620115880049127e+01,8.846579833897942266e-03
4.085826854309769374e+01,9.978680508583342296e-03
4.185662913177628752e+01,8.964209716940592723e-03
4.247334995681792691e+01,1.107385499582814146e-02
3.411447462053327229e+01,1.004210935907455179e-02
1.277469037835364496e+01,9.984314875063063019e-03
4.623024168209608575e+01,9.750799984403885762e-03
5.492084170941566157e+01,9.962050755977067476e-03
3.747657244254126852e+01,9.949147586927517203e-03
3.032251166930293707e+01,9.603174232400800772e-03
2.949198493487269346e+01,8.002999759479916680e-03
2.348160815100781562e+01,1.061753864706842590e-02
1.838435450621992473e+01,9.949556667445905861e-03
2.839030950199521541e+01,1.051005022677510559e-02
2.242574820408358960e+01,8.614616698253802288e-03
2.097568513345808583e+01,1.018347548725445292e-02
3.109479237158777210e+01,7.898662299633105524e-03
5.447975950333293582e+01,9.110836242740498470e-03
5.234714297152554252e+01,8.176618339416449888e-03
6.576137563032008870e+01,8.239272243448234403e-03
6.631653469073086171e+01,9.408059289097573871e-03
5.362466080024704240e+01,7.964543175637888925e-03
